,Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Sex,Deaths,admissions,Age Group,Addicts(Age Group),Therapy_Cost,Real_Households_Income,Household_Expenditure_Tobacco
511,2014,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,7.00397413672268,14000.0,16 and Over,20,38145,190.0,19411.0
512,2014,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,7.00397413672268,15583.0,16 and Over,20,38145,190.0,19411.0
513,2014,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,7.00397413672268,11100.0,16 and Over,20,38145,190.0,19411.0
514,2014,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,7.00397413672268,6132.0,16 and Over,20,38145,190.0,19411.0
515,2014,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,7.00397413672268,2900.0,16 and Over,20,38145,190.0,19411.0
523,2014,C15,Oesophagus,Cancers which can be caused by smoking,Male,7.972810784121404,19400.0,16 and Over,20,38145,190.0,19411.0
524,2014,C15,Oesophagus,Cancers which can be caused by smoking,Male,7.972810784121404,21400.0,16 and Over,20,38145,190.0,19411.0
525,2014,C15,Oesophagus,Cancers which can be caused by smoking,Male,7.972810784121404,14500.0,16 and Over,20,38145,190.0,19411.0
526,2014,C15,Oesophagus,Cancers which can be caused by smoking,Male,7.972810784121404,8303.0,16 and Over,20,38145,190.0,19411.0
527,2014,C15,Oesophagus,Cancers which can be caused by smoking,Male,7.972810784121404,4900.0,16 and Over,20,38145,190.0,19411.0
537,2014,C67,Bladder,Cancers which can be caused by smoking,Male,7.170888478512505,22100.0,16 and Over,20,38145,190.0,19411.0
538,2014,C67,Bladder,Cancers which can be caused by smoking,Male,7.170888478512505,16148.0,16 and Over,20,38145,190.0,19411.0
539,2014,C67,Bladder,Cancers which can be caused by smoking,Male,7.170888478512505,4600.0,16 and Over,20,38145,190.0,19411.0
540,2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,15426.0,16 and Over,20,38145,190.0,19411.0
541,2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,3700.0,16 and Over,20,38145,190.0,19411.0
542,2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,10123.0,16 and Over,20,38145,190.0,19411.0
543,2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,3300.0,16 and Over,20,38145,190.0,19411.0
544,2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,5303.0,16 and Over,20,38145,190.0,19411.0
545,2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,400.0,16 and Over,20,38145,190.0,19411.0
546,2014,C16,Stomach,Cancers which can be caused by smoking,Male,6.398594934535208,19125.0,16 and Over,20,38145,190.0,19411.0
547,2014,C16,Stomach,Cancers which can be caused by smoking,Male,6.398594934535208,3900.0,16 and Over,20,38145,190.0,19411.0
548,2014,C16,Stomach,Cancers which can be caused by smoking,Male,6.398594934535208,13745.0,16 and Over,20,38145,190.0,19411.0
549,2014,C16,Stomach,Cancers which can be caused by smoking,Male,6.398594934535208,3300.0,16 and Over,20,38145,190.0,19411.0
550,2014,C16,Stomach,Cancers which can be caused by smoking,Male,6.398594934535208,5380.0,16 and Over,20,38145,190.0,19411.0
551,2014,C16,Stomach,Cancers which can be caused by smoking,Male,6.398594934535208,600.0,16 and Over,20,38145,190.0,19411.0
553,2014,C25,Pancreas,Cancers which can be caused by smoking,Male,6.68586094706836,6100.0,16 and Over,20,38145,190.0,19411.0
554,2014,C25,Pancreas,Cancers which can be caused by smoking,Male,6.68586094706836,14470.0,16 and Over,20,38145,190.0,19411.0
555,2014,C25,Pancreas,Cancers which can be caused by smoking,Male,6.68586094706836,3100.0,16 and Over,20,38145,190.0,19411.0
556,2014,C25,Pancreas,Cancers which can be caused by smoking,Male,6.68586094706836,12320.0,16 and Over,20,38145,190.0,19411.0
557,2014,C25,Pancreas,Cancers which can be caused by smoking,Male,6.68586094706836,3000.0,16 and Over,20,38145,190.0,19411.0
558,2014,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.650168700845001,8245.0,16 and Over,20,38145,190.0,19411.0
559,2014,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.650168700845001,2800.0,16 and Over,20,38145,190.0,19411.0
560,2014,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.650168700845001,3546.0,16 and Over,20,38145,190.0,19411.0
561,2014,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.650168700845001,1800.0,16 and Over,20,38145,190.0,19411.0
562,2014,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.650168700845001,4699.0,16 and Over,20,38145,190.0,19411.0
563,2014,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.650168700845001,900.0,16 and Over,20,38145,190.0,19411.0
570,2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.55250788703459,5880.0,16 and Over,20,38145,190.0,19411.0
571,2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.55250788703459,5000.0,16 and Over,20,38145,190.0,19411.0
572,2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.55250788703459,3131.0,16 and Over,20,38145,190.0,19411.0
573,2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.55250788703459,2800.0,16 and Over,20,38145,190.0,19411.0
574,2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.55250788703459,2749.0,16 and Over,20,38145,190.0,19411.0
575,2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.55250788703459,2200.0,16 and Over,20,38145,190.0,19411.0
587,2014,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Male,7.783640596221253,17700.0,16 and Over,20,38145,190.0,19411.0
593,2014,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Male,7.3783837129967145,12700.0,16 and Over,20,38145,190.0,19411.0
607,2014,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Male,7.3783837129967145,16500.0,16 and Over,20,38145,190.0,19411.0
609,2014,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Male,7.3783837129967145,9600.0,16 and Over,20,38145,190.0,19411.0
611,2014,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Male,7.3783837129967145,6900.0,16 and Over,20,38145,190.0,19411.0
612,2014,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.601402334583733,12166.0,16 and Over,20,38145,190.0,19411.0
613,2014,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.601402334583733,7200.0,16 and Over,20,38145,190.0,19411.0
614,2014,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.601402334583733,9461.0,16 and Over,20,38145,190.0,19411.0
615,2014,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.601402334583733,5800.0,16 and Over,20,38145,190.0,19411.0
616,2014,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.601402334583733,2705.0,16 and Over,20,38145,190.0,19411.0
617,2014,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.601402334583733,1500.0,16 and Over,20,38145,190.0,19411.0
625,2014,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.2166061010848646,11200.0,16 and Over,20,38145,190.0,19411.0
626,2014,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.2166061010848646,12000.0,16 and Over,20,38145,190.0,19411.0
627,2014,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.2166061010848646,6100.0,16 and Over,20,38145,190.0,19411.0
628,2014,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.2166061010848646,11659.0,16 and Over,20,38145,190.0,19411.0
629,2014,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.2166061010848646,5100.0,16 and Over,20,38145,190.0,19411.0
669,2014,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.56244409369372,21715.0,16 and Over,17,38145,190.0,19411.0
670,2014,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.56244409369372,14000.0,16 and Over,17,38145,190.0,19411.0
671,2014,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.56244409369372,15583.0,16 and Over,17,38145,190.0,19411.0
672,2014,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.56244409369372,11100.0,16 and Over,17,38145,190.0,19411.0
673,2014,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.56244409369372,6132.0,16 and Over,17,38145,190.0,19411.0
674,2014,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.56244409369372,2900.0,16 and Over,17,38145,190.0,19411.0
682,2014,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.6236419465115715,19400.0,16 and Over,17,38145,190.0,19411.0
683,2014,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.6236419465115715,21400.0,16 and Over,17,38145,190.0,19411.0
684,2014,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.6236419465115715,14500.0,16 and Over,17,38145,190.0,19411.0
685,2014,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.6236419465115715,8303.0,16 and Over,17,38145,190.0,19411.0
686,2014,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.6236419465115715,4900.0,16 and Over,17,38145,190.0,19411.0
687,2014,C53,Cervical,Cancers which can be caused by smoking,Female,6.493753839851686,6559.0,16 and Over,17,38145,190.0,19411.0
688,2014,C53,Cervical,Cancers which can be caused by smoking,Female,6.493753839851686,700.0,16 and Over,17,38145,190.0,19411.0
689,2014,C53,Cervical,Cancers which can be caused by smoking,Female,6.493753839851686,400.0,16 and Over,17,38145,190.0,19411.0
690,2014,C53,Cervical,Cancers which can be caused by smoking,Female,6.493753839851686,400.0,16 and Over,17,38145,190.0,19411.0
691,2014,C53,Cervical,Cancers which can be caused by smoking,Female,6.493753839851686,6559.0,16 and Over,17,38145,190.0,19411.0
692,2014,C53,Cervical,Cancers which can be caused by smoking,Female,6.493753839851686,700.0,16 and Over,17,38145,190.0,19411.0
696,2014,C67,Bladder,Cancers which can be caused by smoking,Female,7.275172319452771,22100.0,16 and Over,17,38145,190.0,19411.0
697,2014,C67,Bladder,Cancers which can be caused by smoking,Female,7.275172319452771,16148.0,16 and Over,17,38145,190.0,19411.0
698,2014,C67,Bladder,Cancers which can be caused by smoking,Female,7.275172319452771,4600.0,16 and Over,17,38145,190.0,19411.0
699,2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.194436851100335,15426.0,16 and Over,17,38145,190.0,19411.0
700,2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.194436851100335,3700.0,16 and Over,17,38145,190.0,19411.0
701,2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.194436851100335,10123.0,16 and Over,17,38145,190.0,19411.0
702,2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.194436851100335,3300.0,16 and Over,17,38145,190.0,19411.0
703,2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.194436851100335,5303.0,16 and Over,17,38145,190.0,19411.0
704,2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.194436851100335,400.0,16 and Over,17,38145,190.0,19411.0
705,2014,C16,Stomach,Cancers which can be caused by smoking,Female,7.153833801578843,19125.0,16 and Over,17,38145,190.0,19411.0
706,2014,C16,Stomach,Cancers which can be caused by smoking,Female,7.153833801578843,3900.0,16 and Over,17,38145,190.0,19411.0
707,2014,C16,Stomach,Cancers which can be caused by smoking,Female,7.153833801578843,13745.0,16 and Over,17,38145,190.0,19411.0
708,2014,C16,Stomach,Cancers which can be caused by smoking,Female,7.153833801578843,3300.0,16 and Over,17,38145,190.0,19411.0
709,2014,C16,Stomach,Cancers which can be caused by smoking,Female,7.153833801578843,5380.0,16 and Over,17,38145,190.0,19411.0
710,2014,C16,Stomach,Cancers which can be caused by smoking,Female,7.153833801578843,600.0,16 and Over,17,38145,190.0,19411.0
712,2014,C25,Pancreas,Cancers which can be caused by smoking,Female,8.218247926685745,6100.0,16 and Over,17,38145,190.0,19411.0
713,2014,C25,Pancreas,Cancers which can be caused by smoking,Female,8.218247926685745,14470.0,16 and Over,17,38145,190.0,19411.0
714,2014,C25,Pancreas,Cancers which can be caused by smoking,Female,8.218247926685745,3100.0,16 and Over,17,38145,190.0,19411.0
715,2014,C25,Pancreas,Cancers which can be caused by smoking,Female,8.218247926685745,12320.0,16 and Over,17,38145,190.0,19411.0
716,2014,C25,Pancreas,Cancers which can be caused by smoking,Female,8.218247926685745,3000.0,16 and Over,17,38145,190.0,19411.0
717,2014,C80,Unspecified Site,Cancers which can be caused by smoking,Female,8.380685946761574,8245.0,16 and Over,17,38145,190.0,19411.0
718,2014,C80,Unspecified Site,Cancers which can be caused by smoking,Female,8.380685946761574,2800.0,16 and Over,17,38145,190.0,19411.0
719,2014,C80,Unspecified Site,Cancers which can be caused by smoking,Female,8.380685946761574,3546.0,16 and Over,17,38145,190.0,19411.0
720,2014,C80,Unspecified Site,Cancers which can be caused by smoking,Female,8.380685946761574,1800.0,16 and Over,17,38145,190.0,19411.0
721,2014,C80,Unspecified Site,Cancers which can be caused by smoking,Female,8.380685946761574,4699.0,16 and Over,17,38145,190.0,19411.0
722,2014,C80,Unspecified Site,Cancers which can be caused by smoking,Female,8.380685946761574,900.0,16 and Over,17,38145,190.0,19411.0
724,2014,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.866933284461882,7000.0,16 and Over,17,38145,190.0,19411.0
726,2014,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.866933284461882,5400.0,16 and Over,17,38145,190.0,19411.0
727,2014,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.866933284461882,17456.0,16 and Over,17,38145,190.0,19411.0
728,2014,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.866933284461882,1600.0,16 and Over,17,38145,190.0,19411.0
729,2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.0844994130751715,5880.0,16 and Over,17,38145,190.0,19411.0
730,2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.0844994130751715,5000.0,16 and Over,17,38145,190.0,19411.0
731,2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.0844994130751715,3131.0,16 and Over,17,38145,190.0,19411.0
732,2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.0844994130751715,2800.0,16 and Over,17,38145,190.0,19411.0
733,2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.0844994130751715,2749.0,16 and Over,17,38145,190.0,19411.0
734,2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.0844994130751715,2200.0,16 and Over,17,38145,190.0,19411.0
760,2014,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Female,7.266827347520591,6200.0,16 and Over,17,38145,190.0,19411.0
761,2014,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Female,7.266827347520591,22104.0,16 and Over,17,38145,190.0,19411.0
762,2014,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Female,7.266827347520591,3500.0,16 and Over,17,38145,190.0,19411.0
763,2014,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Female,7.266827347520591,15655.0,16 and Over,17,38145,190.0,19411.0
764,2014,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Female,7.266827347520591,2700.0,16 and Over,17,38145,190.0,19411.0
771,2014,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.67368812926773,12166.0,16 and Over,17,38145,190.0,19411.0
772,2014,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.67368812926773,7200.0,16 and Over,17,38145,190.0,19411.0
773,2014,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.67368812926773,9461.0,16 and Over,17,38145,190.0,19411.0
774,2014,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.67368812926773,5800.0,16 and Over,17,38145,190.0,19411.0
775,2014,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.67368812926773,2705.0,16 and Over,17,38145,190.0,19411.0
776,2014,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.67368812926773,1500.0,16 and Over,17,38145,190.0,19411.0
